BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,MonthlyRate,DailyRate,HourlyRate
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,13494,329,98
Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,10205,465,74
Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,15182,383,68
Non-Travel,Research & Development,Technical Degree,Male,Laboratory Technician,Single,25470,1413,84
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,10494,1255,90
Travel_Rarely,Research & Development,Medical,Female,Research Director,Married,26703,359,82
Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,15211,1476,42
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,23343,601,97
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,3708,401,86
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,5561,1283,90
Non-Travel,Research & Development,Other,Male,Laboratory Technician,Divorced,23099,663,81
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,8386,326,31
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,15986,377,52
Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Single,17181,592,54
Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Single,8931,1445,100
Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,19863,1038,95
Travel_Rarely,Human Resources,Medical,Female,Human Resources,Single,24609,1398,96
Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,21081,523,94
Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Married,14720,1448,55
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,24795,1221,96
Travel_Rarely,Human Resources,Technical Degree,Female,Human Resources,Married,3072,1107,52
Non-Travel,Research & Development,Medical,Male,Research Director,Divorced,25178,218,55
Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,23490,866,84
Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Single,7973,981,90
Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,19764,447,39
Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Married,21534,1495,96
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,8045,896,68
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,21158,1467,49
Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,17456,430,54
Travel_Rarely,Sales,Other,Male,Sales Executive,Single,15891,1326,81
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,2939,1358,96
Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,16458,748,74
Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,9282,383,79
Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Divorced,7152,990,64
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,2721,405,93
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,20948,1490,35
Travel_Frequently,Research & Development,Medical,Male,Research Director,Divorced,11929,829,71
Travel_Frequently,Sales,Technical Degree,Male,Sales Representative,Married,15747,1496,92
Travel_Frequently,Sales,Technical Degree,Female,Sales Executive,Single,17485,115,51
Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,7815,790,40
Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,16192,660,76
Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,16998,381,89
Non-Travel,Sales,Life Sciences,Female,Sales Representative,Married,7103,830,78
Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,Single,19719,1193,86
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,23757,1246,77
Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Divorced,15428,330,46
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,16143,1229,30
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,8192,1099,82
Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,24200,571,78
Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,5355,289,38
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,12530,1423,72
Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,11827,467,55
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,23070,271,43
Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Married,4668,410,97
Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,3173,1083,96
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,22049,516,69
Travel_Rarely,Research & Development,Medical,Male,Manager,Single,21072,495,64
Travel_Frequently,Research & Development,Medical,Female,Manager,Divorced,24456,1050,87
Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,7568,224,100
Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,22074,136,32
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,9150,1089,32
Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,11380,228,51
Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single,21195,1029,91
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,24812,507,97
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,21831,676,86
Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,12288,971,64
Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,4156,561,33
Travel_Frequently,Research & Development,Medical,Male,Research Director,Single,24450,333,88
Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Married,4944,1440,55
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,24052,1210,68
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,3031,674,47
Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,Married,7288,441,39
Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,24152,575,44
Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,4585,950,97
Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Married,18611,288,40
Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,19345,1342,47
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,22949,589,79
Travel_Rarely,Human Resources,Medical,Male,Manager,Single,17381,898,38
Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,10036,350,57
Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,8841,1142,72
Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Divorced,20933,538,66
Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,26204,1402,98
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,15624,824,67
Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,17001,1157,70
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,13693,492,96
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,22376,598,91
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,10589,1242,46
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,5323,740,64
Travel_Frequently,Human Resources,Human Resources,Male,Human Resources,Married,14814,888,71
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,21731,992,68
Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,17799,1288,33
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,26619,104,69
Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Married,14618,607,78
Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,7653,903,81
Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,25174,1200,62
Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,16530,1108,65
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,22061,479,35
Travel_Rarely,Sales,Marketing,Male,Manager,Married,23037,685,60
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,13008,1351,45
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,11133,474,89
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,12355,1245,80
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,16379,437,90
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,21447,884,73
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,16213,1370,87
Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,4223,670,51
Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,4658,1462,38
Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,24483,995,87
Travel_Rarely,Sales,Marketing,Male,Manager,Married,19519,264,59
Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,12826,977,45
Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,19711,1302,80
Travel_Rarely,Research & Development,Other,Male,Manager,Single,26362,1059,93
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,25348,750,46
Travel_Frequently,Research & Development,Technical Degree,Male,Healthcare Representative,Married,15332,653,92
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,11262,118,84
Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,5855,990,87
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,7713,1349,63
Travel_Rarely,Sales,Life Sciences,Male,Manager,Single,3156,563,56
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,7324,329,51
Non-Travel,Research & Development,Other,Female,Research Scientist,Married,10293,457,85
Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,20689,1234,41
Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,18783,634,35
Travel_Rarely,Research & Development,Medical,Female,Research Director,Divorced,3549,1313,31
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,5348,241,48
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,23447,1015,50
Non-Travel,Sales,Marketing,Male,Sales Executive,Married,24162,336,52
Travel_Frequently,Sales,Other,Male,Sales Executive,Single,21602,715,54
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,12421,559,76
Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,17000,426,42
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,22102,722,84
Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,3835,1387,76
Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,16290,1302,67
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,26312,819,48
Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,20460,580,39
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,26009,546,97
Travel_Frequently,Sales,Medical,Female,Sales Representative,Single,18420,544,70
Travel_Rarely,Human Resources,Life Sciences,Female,Manager,Married,5220,1176,98
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,10302,170,76
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,25800,884,80
Non-Travel,Research & Development,Life Sciences,Female,Healthcare Representative,Married,12250,208,52
Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,26493,671,85
Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,3140,711,81
Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Divorced,5388,1329,59
Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,14199,397,54
Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,21530,737,55
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,9953,1470,71
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,19948,448,84
Travel_Frequently,Human Resources,Human Resources,Male,Human Resources,Married,10503,602,37
Travel_Frequently,Research & Development,Medical,Male,Manager,Married,5602,365,89
Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,22098,763,59
Travel_Frequently,Research & Development,Technical Degree,Female,Research Scientist,Single,17218,567,32
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,22490,486,86
Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,6297,591,87
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,3339,1329,73
Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,23413,469,42
Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,22792,711,42
Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,4973,772,77
Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,7693,492,66
Travel_Rarely,Research & Development,Other,Female,Research Director,Married,3498,301,72
Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Divorced,21981,813,50
Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,13251,1141,31
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,19332,1130,66
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,10950,311,77
Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,11652,465,41
Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,15411,894,33
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,26308,1040,79
Travel_Rarely,Research & Development,Medical,Female,Manager,Married,18685,584,91
Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,3525,1291,65
Travel_Frequently,Sales,Other,Male,Sales Executive,Single,10414,880,36
Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,9867,1189,90
Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,3356,991,43
Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,3921,392,93
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,25518,977,45
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,22589,1112,67
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,24941,464,74
Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,23826,148,42
Travel_Rarely,Sales,Life Sciences,Female,Manager,Divorced,21086,1225,47
Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Single,22384,809,36
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,11591,1206,80
Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,21082,727,54
Non-Travel,Sales,Life Sciences,Female,Sales Executive,Divorced,16130,530,36
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,7419,1351,80
Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Divorced,4167,528,44
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,20586,1320,93
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,26176,1495,87
Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,3458,1395,48
Travel_Frequently,Sales,Medical,Female,Sales Representative,Married,11740,708,95
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,24852,1259,95
Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,11925,786,76
Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Divorced,23737,1441,94
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,11912,1157,57
Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,20467,370,92
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,13637,267,79
Travel_Frequently,Sales,Medical,Male,Sales Executive,Divorced,7677,1278,31
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,20338,678,35
Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Divorced,25103,427,99
Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,14810,921,96
Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,13970,146,79
Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,6069,1179,73
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,17616,581,62
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,15869,918,35
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,25412,1082,43
Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Single,7439,530,51
Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married,3395,1238,74
Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,11585,240,58
Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,24164,1093,82
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,6217,390,62
Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,Single,17119,1005,48
Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,17360,585,56
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,18103,741,69
Non-Travel,Human Resources,Human Resources,Male,Human Resources,Married,20794,552,60
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,5041,369,92
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,3622,506,91
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,9697,717,34
Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,5151,1370,49
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,3811,793,33
Non-Travel,Sales,Marketing,Male,Sales Executive,Married,3536,543,87
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,5596,1277,74
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,8658,1456,96
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,12147,964,34
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,12862,160,51
Travel_Frequently,Research & Development,Technical Degree,Female,Manufacturing Director,Single,6670,163,30
Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,8989,792,77
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,3840,371,80
Travel_Rarely,Sales,Medical,Male,Manager,Single,4349,611,88
Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Married,6595,176,56
Travel_Frequently,Research & Development,Technical Degree,Female,Research Scientist,Single,26427,1312,78
Travel_Frequently,Human Resources,Medical,Male,Human Resources,Married,2097,897,59
Travel_Frequently,Human Resources,Human Resources,Female,Human Resources,Divorced,9732,600,66
Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,20943,1003,51
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,6152,1054,67
Travel_Rarely,Sales,Marketing,Female,Sales Representative,Single,14630,428,52
Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Single,23060,461,70
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,3088,979,94
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,5586,181,97
Non-Travel,Sales,Marketing,Female,Sales Executive,Single,10697,1283,62
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,8191,1313,80
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,10092,211,74
Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Married,15963,594,75
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,19002,1079,70
Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Divorced,10007,590,91
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,9128,305,58
Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Single,17674,953,65
Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,24539,833,60
Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Married,15587,807,38
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,8952,855,57
Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,19805,478,60
Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Divorced,6194,775,90
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,20520,548,94
Non-Travel,Sales,Life Sciences,Male,Sales Executive,Divorced,12313,1375,87
Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,22308,661,60
Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Single,5033,244,97
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,25353,511,32
Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,4567,337,31
Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,16376,1153,40
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,15999,1294,79
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,13402,196,91
Travel_Rarely,Research & Development,Technical Degree,Female,Manager,Married,22984,942,53
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,8800,589,46
Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,14218,734,46
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,25949,1383,90
Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,11092,429,99
Travel_Rarely,Human Resources,Other,Male,Human Resources,Divorced,12832,1239,89
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,13492,303,84
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,6076,867,90
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,5531,1181,82
Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,7914,1253,65
Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,25166,849,98
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,25605,616,99
Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,5696,1128,95
Non-Travel,Research & Development,Medical,Male,Manufacturing Director,Divorced,24442,1180,90
Non-Travel,Human Resources,Human Resources,Male,Human Resources,Divorced,7129,1336,100
Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,6208,234,93
Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,4992,370,58
Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Divorced,19188,766,83
Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,24978,343,52
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,15530,447,85
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,26458,796,81
Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,2739,1092,64
Travel_Rarely,Human Resources,Medical,Female,Human Resources,Married,6889,920,69
Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,10842,261,66
Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,9060,1194,52
Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,22128,810,92
Non-Travel,Sales,Medical,Male,Manager,Divorced,22577,350,52
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,9696,185,91
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,19271,1001,92
Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,10748,750,47
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,15696,431,68
Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,8277,1125,68
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,12719,1217,67
Travel_Rarely,Sales,Marketing,Female,Sales Representative,Married,4244,723,77
Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,9125,572,46
Travel_Frequently,Research & Development,Life Sciences,Male,Research Director,Married,21624,1216,87
Non-Travel,Research & Development,Medical,Female,Research Scientist,Single,8018,1431,33
Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,21495,359,89
Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Divorced,3157,350,56
Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,19665,589,67
Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,19573,430,73
Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,19246,1422,92
Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,19826,1297,53
Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,7003,574,40
Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single,26075,1318,79
Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,6161,355,38
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,5411,207,64
Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,19989,706,82
Non-Travel,Human Resources,Life Sciences,Male,Human Resources,Divorced,10494,280,43
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,21143,726,93
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,13624,1142,81
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,26186,414,82
Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Divorced,7739,1319,45
Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,7018,728,36
Travel_Rarely,Human Resources,Medical,Male,Human Resources,Married,15434,352,87
Travel_Rarely,Research & Development,Medical,Female,Manager,Married,22539,823,81
Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,13583,1224,91
Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single,14753,459,73
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,14011,1254,64
Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Married,23844,1131,77
Travel_Rarely,Research & Development,Other,Male,Research Scientist,Divorced,5141,835,41
Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,7975,836,98
Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,3692,1172,78
Travel_Rarely,Sales,Medical,Male,Sales Representative,Single,16019,945,89
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,26092,391,75
Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Married,6060,1266,63
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,18624,311,89
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,24444,1480,64
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,19384,592,59
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,13588,783,78
Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Married,25388,219,44
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,23888,556,93
Travel_Frequently,Human Resources,Human Resources,Male,Human Resources,Single,4223,1213,94
Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Divorced,18991,1137,98
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,14908,482,90
Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,26997,511,89
Travel_Frequently,Research & Development,Medical,Female,Manager,Divorced,2437,117,58
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,9364,170,78
Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,14460,967,85
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,10261,1162,97
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,16822,335,33
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,26841,337,54
Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,14842,1396,83
